calle,calle filtrada,calle filtrada2,fiabilidad,gender,wikipedia
Calle Juana A. De Padilla,Juana A. De Padilla,,0.99,Female,https://es.wikipedia.org/wiki/Juana_Azurduy
Calle Juan Pablo II,Juan Pablo II,,-0.99,Male,
Calle Jose Rodriguez Rivas,Jose Rodriguez Rivas,,-0.49,Male,
Calle Gabriel García Marquez,Gabriel García Marquez,,-0.49,Male,
Avenida Simón Bolívar,Simón Bolívar,,-0.5,Male,
Calle Adela Zamudio,Adela Zamudio,,1.0,Female,https://es.wikipedia.org/wiki/Adela_Zamudio
Avenida Mariscal de Ayacucho,Mariscal Ayacucho,,-0.5,Male,
Calle Doctor Carlos Aranibar,Doctor Carlos Aranibar,,-0.5,Male,
Calle Doctor José Anaya,Doctor José Anaya,,-0.31,Male,
Calle Doctor Joaquín Salcedo,Doctor Joaquín Salcedo,,-1.0,Male,
Avenida Martín Cárdena,Martín Cárdena,,-0.5,Male,
Calle Doctor José de la Via,Doctor José Via,,-0.33,Male,
Calle Doctor José Barrero,Doctor José Barrero,,-0.33,Male,
Calle Daniel Albornoz,Daniel Albornoz,,-0.5,Male,
Calle Celier Castro Cartagena,Celier Castro Cartagena,,-0.5,Male,
Calle Cleomedes Blanco Galindo,Cleomedes Blanco Galindo,,-0.91,Male,
Calle Francis Peyton Rous,Francis Peyton Rous,,-0.43,Male,
Calle Severo Ochoa,Severo Ochoa,,-0.5,Male,
Calle Thomas H. Morgan,Thomas H. Morgan,,-0.99,Male,
Calle Jose Benigno Sanchez Gonzales,Jose Benigno Sanchez Gonzales,,-0.49,Male,
Calle José E. Quiroga,José E. Quiroga,,-0.3,Male,
Calle Adrian Trigo Claros,Adrian Trigo Claros,,-0.47,Male,
Calle Edgar Adrian,Edgar Adrian,,-1.0,Male,
Calle Antenor de la Via García,Antenor Via García,,-0.49,Male,
Calle Doctor Eduardo Saracho,Doctor Eduardo Saracho,,-0.5,Male,
Calle Robert Koch,Robert Koch,,-0.99,Male,
Calle Benjamín Maldonado,Benjamín Maldonado,,-1.0,Male,
Calle José Reyes Morales,José Reyes Morales,,-0.62,Male,
Calle Sir Ronald Ross,Sir Ronald Ross,,-0.5,Male,
Calle Manuel Villarroel Arnez,Manuel Villarroel Arnez,,-0.5,Male,
Calle Santiago Pi Suñer,Santiago Pi Suñer,,-1.0,Male,
Calle Walter Galindo Quiroga,Walter Galindo Quiroga,,-0.49,Male,
Calle Zenón Gamboa Antezana,Zenón Gamboa Antezana,,-0.3,Male,
Calle Atilio Molina Pantoja,Atilio Molina Pantoja,,-0.46,Male,
Calle Charles Nicolle,Charles Nicolle,,-0.99,Male,
Calle Hermann Joseph Muller,Hermann Joseph Muller,,-0.99,Male,
Calle Raúl Maldonado Soliz,Raúl Maldonado Soliz,,-0.5,Male,
Avenida Amalia Villa de la Tapia,Amalia Villa Tapia,,1.0,Female,https://es.wikipedia.org/wiki/Amalia_Villa_de_la_Tapia
Calle Gabriel Arze Quirga,Gabriel Arze Quirga,,-0.49,Male,
Calle Cesar Adriazola Rivera,Cesar Adriazola Rivera,,-0.5,Male,
Calle Carlos Aranibar Orozco,Carlos Aranibar Orozco,,-0.99,Male,
Calle Ivan Pavlov,Ivan Pavlov,,-1.0,Male,
Calle Joaquín Saucedo Laredo,Joaquín Saucedo Laredo,,-1.0,Male,
Calle Pedro Barrio Nuevo,Pedro Barrio Nuevo,,-0.5,Male,
Avenida Juan Pablo II,Juan Pablo II,,-0.99,Male,
Pasaje Alejandro Ayala G.,Alejandro Ayala G.,,-1.0,Male,
Calle Alejandro Ayala G.,Alejandro Ayala G.,,-1.0,Male,
Calle Raúl Aranibar Orozco,Raúl Aranibar Orozco,,-0.5,Male,
Calle Isaac Newton,Isaac Newton,,-1.0,Male,
Calle Thomas Alva Edison,Thomas Alva Edison,,-0.99,Male,
Calle Benjamín Franklin,Benjamín Franklin,,-0.5,Male,
Calle Timoteo Mariaca,Timoteo Mariaca,,-0.49,Male,
Calle E. Halley,E. Halley,,0.29,Male,
Calle José Agustín Palacios,José Agustín Palacios,,-0.3,Male,
Calle Eric Asplund,Eric Asplund,,-0.5,Male,
Calle R. Aparicio,R. Aparicio,,-0.52,Male,
Calle Leonardo da Vinci,Leonardo da Vinci,,-0.5,Male,
Calle Abel Rivas,Abel Rivas,,-0.99,Male,
Calle Leonardo Lanza,Leonardo Lanza,,-0.5,Male,
Calle Armando Torrico,Armando Torrico,,-0.5,Male,
Calle Juan Muñoz Reyes,Juan Muñoz Reyes,,-0.5,Male,
Calle Alexander Fleming,Alexander Fleming,,-0.49,Male,
Calle Claudio Calderón Mendoza,Claudio Calderón Mendoza,,-0.5,Male,
Calle Johannes Gutenberg,Johannes Gutenberg,,-0.5,Male,
Calle Max Von Laue,Max Von Laue,,-0.5,Male,
Calle Antenor Vasquez,Antenor Vasquez,,-0.5,Male,
Calle Ernst Mach,Ernst Mach,,-1.0,Male,
Calle C. Bravo,C. Bravo,,-0.58,Male,
Calle Luis Crespo,Luis Crespo,,-0.5,Male,
Calle Ciro Bayo,Ciro Bayo,,-0.99,Male,
Calle Henry Bolland,Henry Bolland,,-0.99,Male,
Calle Jose Maria Bozo,Jose Maria Bozo,,-0.37,Male,
Calle Juan Ondarza Lara,Juan Ondarza Lara,,-0.49,Male,
Calle Luis Ibañez Velasco,Luis Ibañez Velasco,,-0.5,Male,
Calle Andrés Manuel del Rio,Andrés Manuel Rio,,-0.5,Male,
Calle Enrico Fermi,Enrico Fermi,,-0.5,Male,
Calle Andre Bresson,Andre Bresson,,-0.5,Male,
Calle Arthur Ponsnanski,Arthur Ponsnanski,,-0.99,Male,
Calle Walter Ceballos Tovar,Walter Ceballos Tovar,,-0.49,Male,
Calle Gabriel Lippmann,Gabriel Lippmann,,-0.49,Male,
Calle Marie Curie,Marie Curie,,0.99,Female,https://es.wikipedia.org/wiki/Marie_Curie
Calle Michel Faraday,Michel Faraday,,-0.5,Male,
Calle Alfred Adler,Alfred Adler,,-0.99,Male,
Calle Luis Agustín Cauchy,Luis Agustín Cauchy,,-0.5,Male,
Calle Arq. Max Franz Carre,Arq. Max Franz Carre,,-0.5,Male,
Calle Grover Suarez,Grover Suarez,,-0.99,Male,
Calle Jean A. Vellard,Jean A. Vellard,,-0.7,Male,
Calle José Stephenson,José Stephenson,,-0.3,Male,
Calle Carlos Diez de Medina,Carlos Diez Medina,,-0.5,Male,
Calle Manuel Liendo,Manuel Liendo,,-0.5,Male,
Calle Claudio Tolomeo,Claudio Tolomeo,,-0.5,Male,
Calle Antonio Villavicencio,Antonio Villavicencio,,-0.5,Male,
Calle Zoilo Linares,Zoilo Linares,,-0.99,Male,
Avenida Melchor Pérez de Olguín,Melchor Pérez Olguín,,-0.5,Male,
Calle Aniceto Alba,Aniceto Alba,,0.54,Male,
Avenida Regimiento Cnl. Marzana,Regimiento Cnl. Marzana,,1.0,Male,
Calle Ezequiel,Ezequiel,,-1.0,Male,
Calle De Los Olmos,De Los Olmos,,-0.46,Male,
Calle Osorio,Osorio,,-0.94,Male,
Calle Euclides,Euclides,,-0.5,Male,
Calle Marks Portugal,Marks Portugal,,-0.5,Male,
Calle Jose del Castillo,Jose Castillo,,-0.49,Male,
Calle Rene Descartes,Rene Descartes,,-0.5,Male,
Calle Tales de Mileto,Tales Mileto,,-0.5,Male,
Calle Monseñor Pierini,Monseñor Pierini,,-0.5,Male,
Calle Rev. P. Raymundo Herman,Rev. P. Raymundo Herman,,-0.28,Male,
Avenida Cornelio Saavedra,Cornelio Saavedra,,-0.5,Male,
Calle Plaza Mariscal Brown,Plaza Mariscal Brown,,-1.0,Male,
Calle Monseñor J. Garret Delgado,Monseñor J. Garret Delgado,,-0.29,Male,
Calle Monseñor J. Maria Montenegro,Monseñor J. Maria Montenegro,,0.98,Male,
Calle Gaspar Miguel de Berrios,Gaspar Miguel Berrios,,-0.5,Male,
Calle Cecilio Guzmán de Rojas,Cecilio Guzmán Rojas,,-0.5,Male,
Calle Antonio Vivaldi,Antonio Vivaldi,,-0.5,Male,
Calle Teófilo Vargas,Teófilo Vargas,,-0.5,Male,
Calle Marcelo Quiroga,Marcelo Quiroga,,-0.5,Male,
Calle Antonio Quiroga,Antonio Quiroga,,-0.5,Male,
Calle Gillermina Martinez,Gillermina Martinez,,-0.49,Male,
Avenida Elías Meneses,Elías Meneses,,-0.5,Male,
Calle Saavedra,Saavedra,,-0.5,Male,
Avenida Blanco Galindo,Blanco Galindo,,-0.45,Male,
Calle Tomás Frías,Tomás Frías,,-1.0,Male,
Avenida Carlos Peña,Carlos Peña,,-0.99,Male,
Calle José Zambrana,José Zambrana,,-0.3,Male,
Calle Los Rosales,Los Rosales,,-0.99,Male,
Calle Señor de Piñami,Señor Piñami,,-0.5,Male,
Calle C. Uncia,C. Uncia,,-0.26,Male,
Calle Tiburcio Meneses,Tiburcio Meneses,,-0.5,Male,
Avenida Pata Calle,Pata Calle,,0.45,Male,
Calle Paulino Montecinos,Paulino Montecinos,,-0.5,Male,
Avenida Agapito Gamboa,Agapito Gamboa,,-0.5,Male,
Calle Francisco Rivero,Francisco Rivero,,-0.5,Male,
Calle Cleomedes Blanco,Cleomedes Blanco,,-0.45,Male,
Calle Nataniel Aguirre,Nataniel Aguirre,,-0.5,Male,
Pasaje Samuel Villarroel,Pasaje Samuel rroel,,-0.5,Male,
Calle Jesús Lara,Jesús Lara,,0.54,Male,
Calle Gonzales Vasquez,Gonzales Vasquez,,-0.45,Male,
Calle Alejo Calatayud,Alejo Calatayud,,-0.5,Male,
Calle Daniel Campos,Daniel Campos,,-0.5,Male,
Avenida Gualberto Villarroel,Gualberto Villarroel,,-0.99,Male,
Calle Pablo Jaimes,Pablo Jaimes,,-1.0,Male,
Avenida José Aras Rampell,José Aras Rampell,,-0.3,Male,
Calle Toribio Torrico,Toribio Torrico,,-0.99,Male,
Calle Julio Rodriguez,Julio Rodriguez,,-0.5,Male,
Calle Francisco del Rivero,Francisco Rivero,,-0.5,Male,
Calle San Miguel,San Miguel,,-0.5,Male,
Calle Daniel Salamanca,Daniel Salamanca,,-0.5,Male,
Calle Luis Espinal,Luis Espinal,,-0.5,Male,
Calle Ciudad del Niño,Ciudad Niño,,-1.0,Male,
Calle Bilbao Rioja,Bilbao Rioja,,1.0,Male,
Calle Los Fresnos Sud,Los Fresnos Sud,,-0.5,Male,
Avenida Santa Cruz,Santa Cruz,,-0.44,Male,
Avenida Benjo Cruz,Benjo Cruz,,-0.59,Male,
Calle Raymundo Phillips,Raymundo Phillips,,-0.5,Male,
Avenida Gerónimo de Osorio,Gerónimo Osorio,,-1.0,Male,
Calle Pedro D. Murillo,Pedro D. Murillo,,-0.5,Male,
Calle Mariano Antezana,Mariano Antezana,,-0.5,Male,
Calle J. Miguel Lanza,J. Miguel Lanza,,-0.97,Male,
Calle Moto Mendez,Moto Mendez,,0.67,Male,
Calle Sebastián Pagador,Sebastián Pagador,,-1.0,Male,
Calle Julián Apaza,Julián Apaza,,-0.5,Male,
Calle Nestor Bustillos,Nestor Bustillos,,-0.99,Male,
Calle Felix del Grando,Felix Grando,,-0.99,Male,
Calle José Manuel Ferreyra,José Manuel Ferreyra,,-0.45,Male,
Calle Julio Romano,Julio Romano,,-0.5,Male,
Calle Simón I. Patiño,Simón I. Patiño,,-0.44,Male,
Calle Noel Kempf Mercado,Noel Kempf Mercado,,-0.81,Male,
Avenida Franz Tamayo,Franz Tamayo,,-0.5,Male,
Calle Nicolás Copérnico,Nicolás Copérnico,,-0.5,Male,
Avenida Tadeo Haenke,Tadeo Haenke,,-1.0,Male,
Calle Humberto Vasquez,Humberto Vasquez,,-0.5,Male,
Calle Nestor Taboada,Nestor Taboada,,-0.49,Male,
Calle Renato Prada,Renato Prada,,-0.5,Male,
Calle Oscar Alfaro,Oscar Alfaro,,-1.0,Male,
Calle Jaimes Freyres,Jaimes Freyres,,-0.49,Male,
Calle Cardenal Richard James Cushing,Cardenal Richard James Cushing,,-0.99,Male,
Calle Benito Maria de Moxo,Benito Maria Moxo,,0.67,Male,
Calle Monseñor Fructuoso Mensia,Monseñor Fructuoso Mensia,,-0.5,Male,
Calle Monseñor Juan Tarsicio Senner,Monseñor Juan Tarsicio Senner,,-0.5,Male,
Calle Monseñor Juan Quiroz,Monseñor Juan Quiroz,,-0.5,Male,
Calle Doctor Pedro Nolasco Crespo,Doctor Pedro Nolasco Crespo,,-0.5,Male,
Calle Doctor F. Veitemillas,Doctor F. Veitemillas,,-0.88,Male,
Calle Doctor Jose Napoleón Medrano,Doctor Jose Napoleón Medrano,,-0.49,Male,
Calle Gaspar de Villarroel,Gaspar Villarroel,,-0.5,Male,
Calle Pedro José Cayetano de la Llosa,Pedro José Cayetano Llosa,,-0.5,Male,
Calle Doctor Enrique Condarco Sierra,Doctor Enrique Condarco Sierra,,-0.46,Male,
Calle Manuel Ángel Anaya,Manuel Ángel Anaya,,-0.5,Male,
Calle Doctor M. Montalvo,Doctor M. Montalvo,,-0.7,Male,
Calle Doctor Aniceto Solares,Doctor Aniceto Solares,,-1.0,Male,
Calle Doctor Luis Prado,Doctor Luis Prado,,-0.99,Male,
Calle Nicacio Gutierrez,Nicacio Gutierrez,,-0.99,Male,
Calle Hugo Almaraz,Hugo Almaraz,,-1.0,Male,
Calle Francisco de Goya,Francisco Goya,,-0.5,Male,
Avenida Simón Lopez,Simón Lopez,,-0.5,Male,
Calle Luis Ángel Aranda,Luis Ángel Aranda,,-0.5,Male,
Calle Nicolas Poussin,Nicolas Poussin,,-1.0,Male,
Calle Raúl G. Prada,Raúl G. Prada,,-0.49,Male,
Calle María Esther Ballivián,María Esther Ballivián,,1.0,Female,https://es.wikipedia.org/wiki/Mar%C3%ADa_Esther_Ballivi%C3%A1n
Calle María Nuñez del Prado,María Nuñez Prado,,1.0,Female,https://es.wikipedia.org/wiki/Marina_N%C3%BA%C3%B1ez_del_Prado
Calle Rembrandt,Rembrandt,,-0.5,Male,
Calle M. Esther Ballivián,M. Esther Ballivián,,0.87,Female,https://es.wikipedia.org/wiki/Mar%C3%ADa_Esther_Ballivi%C3%A1n
Calle Los Naranjos,Los Naranjos,,-0.99,Male,
Avenida Alfredo Araujo Q.,Alfredo Araujo Q.,,-1.0,Male,
Calle J.C. Benavente,J.C. Benavente,,-0.43,Male,
Calle Peter P. Rubens,Peter P. Rubens,,-0.99,Male,
Calle María Luisa Pacheco,María Luisa Pacheco,,1.0,Female,https://es.wikipedia.org/wiki/Mar%C3%ADa_Luisa_Pacheco
Calle René Meriles,René Meriles,,-0.49,Male,
Calle Francisco M. Veracini,Francisco M. Veracini,,-0.5,Male,
Calle Vincent Van Gogh,Vincent Van Gogh,,-0.5,Male,
Calle Luis Humberto Baya,Luis Humberto Baya,,-0.5,Male,
Calle Mayta Qhapajj,Mayta Qhapajj,,0.6,Male,
Calle El Greco,El Greco,,-0.39,Male,
Calle Roberto Bustillos,Roberto Bustillos,,-0.99,Male,
Calle Niceto Rodriguez,Niceto Rodriguez,,-1.0,Male,
Calle R. Bustillos,R. Bustillos,,-0.5,Male,
Calle Sayri Tupajj,Sayri Tupajj,,0.42,Male,
Calle Inka Roq'a,Inka Roq'a,,0.94,Male,
Calle Luis Toro Moreno,Luis Toro Moreno,,-0.5,Male,
Calle Joaquín Rodrigo,Joaquín Rodrigo,,-0.5,Male,
Calle Arturo Toscanini,Arturo Toscanini,,-1.0,Male,
Calle Modesta Sanjinez,Modesta Sanjinez,,0.5,Female,https://es.wikipedia.org/wiki/Modesta_Sangin%C3%A9s_Uriarte
Calle Manuel de Falla,Manuel Falla,,-0.5,Male,
Calle Vicenzo Bellini,Vicenzo Bellini,,-1.0,Male,
Calle Pedro Toranzo,Pedro Toranzo,,-0.5,Male,
Calle Adolfo Ballivián,Adolfo Ballivián,,-1.0,Male,
Calle Miguel Angel Valda,Miguel Angel Valda,,-0.96,Male,
Calle Luis H. Berlios,Luis H. Berlios,,-0.5,Male,
Calle Nicolás Paganini,Nicolás Paganini,,-0.5,Male,
Calle Nicasio Gutierrez,Nicasio Gutierrez,,-1.0,Male,
Calle Ludwig van Beethoven,Ludwig van Beethoven,,-0.49,Male,
Calle Eduardo Calderón,Eduardo Calderón,,-1.0,Male,
Calle Genaro Ibañez,Genaro Ibañez,,-0.5,Male,
Calle Jacopo Tintoretto,Jacopo Tintoretto,,-1.0,Male,
Calle Gil Coimbra,Gil Coimbra,,-0.49,Male,
Calle Emiliano Luján,Emiliano Luján,,-0.5,Male,
Calle Daniel Peña Sarmiento,Daniel Peña Sarmiento,,-0.5,Male,
Calle Luca Marenzio,Luca Marenzio,,-0.46,Male,
Calle Paul Gauguin,Paul Gauguin,,-0.5,Male,
Calle Antonio Sotomayor,Antonio Sotomayor,,-0.5,Male,
Calle Emilio Amoretti,Emilio Amoretti,,-0.5,Male,
Calle Miguel Ángel Corminola,Miguel Ángel Corminola,,-1.0,Male,
Calle David Crespo,David Crespo,,-1.0,Male,
Calle Baldomero Rodrigo,Baldomero Rodrigo,,-0.5,Male,
Calle Adolfo Salazar,Adolfo Salazar,,-1.0,Male,
Calle Ana Pavlova,Ana Pavlova,,1.0,Female,
Calle Francisco Gonzales,Francisco Gonzales,,-0.5,Male,
Calle José Díaz Gainza,José Díaz Gainza,,-0.3,Male,
Calle J. Brahms,J. Brahms,,-0.42,Male,
Calle Monteverdi,Monteverdi,,-0.5,Male,
Calle Susano Azogue,Susano Azogue,,-0.48,Male,
Calle Johann Sebastian Bach,Johann Sebastian Bach,,-0.48,Male,
Calle E. Caruso,E. Caruso,,-0.29,Male,
Calle F. Martin,F. Martin,,-0.98,Male,
Calle Andrés Corsino Ferrufino,Andrés Corsino Ferrufino,,-0.5,Male,
Calle Chopin,Chopin,,-0.5,Male,
Calle Eduardo Berdecio,Eduardo Berdecio,,-1.0,Male,
Calle José Lavadenz Inchauste,José Lavadenz Inchauste,,-0.3,Male,
Calle Antonio Ibañez,Antonio Ibañez,,-0.5,Male,
Calle Manuel Rigoberto Paredes,Manuel Rigoberto Paredes,,-0.5,Male,
Calle Alfred Nobel,Alfred Nobel,,-0.99,Male,
Calle Albert Einstein,Albert Einstein,,-1.0,Male,
Calle Oscar Dorado Vásquez,Oscar Dorado Vásquez,,-1.0,Male,
Calle Charles Darwin,Charles Darwin,,-1.0,Male,
Calle Galileo Galilei,Galileo Galilei,,-0.5,Male,
Calle Blaise Pascal,Blaise Pascal,,-1.0,Male,
Calle Monseñor Juan de Dios Bosque,Monseñor Juan Dios Bosque,,-0.5,Male,
Calle Alejandro Volta,Alejandro Volta,,-1.0,Male,
Avenida Juan Pablo II,Juan Pablo II,,-0.99,Male,
Calle Samuel Morse,Samuel Morse,,-0.5,Male,
Calle Henry Ford,Henry Ford,,-0.49,Male,
Calle Primo Arrieta,Primo Arrieta,,-0.5,Male,
Calle Delfín Córdova,Delfín Córdova,,-0.5,Male,
Calle Juan Postigo Jaldín,Juan Postigo Jaldín,,-0.99,Male,
Calle Juan Claure,Juan Claure,,-0.99,Male,
Calle Jorge Ugaeta,Jorge Ugaeta,,-0.5,Male,
Calle Luis Montaño Milán,Luis Montaño Milán,,-0.5,Male,
Calle Diógenes Lara,Diógenes Lara,,1.0,Female,
Calle Luis Zegarra,Luis Zegarra,,-0.5,Male,
Calle Isaac Aranibar,Isaac Aranibar,,-0.5,Male,
Calle Sebastián Solis,Sebastián Solis,,-1.0,Male,
Calle Cayetano Agramont,Cayetano Agramont,,-0.5,Male,
Calle Luis Sagredo,Luis Sagredo,,-0.5,Male,
Calle Monseñor Francisco Cano Galvarro,Monseñor Francisco Cano Galvarro,,-0.5,Male,
Calle Antonio de Aguilera,Antonio Aguilera,,-0.5,Male,
Calle Rvdo. Luis Espinal,Rvdo. Luis Espinal,,-0.5,Male,
Calle Miguel de los Santos Taborga,Miguel Santos Taborga,,-0.99,Male,
Calle Andrés S. Muñoz,Andrés S. Muñoz,,-0.42,Male,
Calle Melchor de los Reyes,Melchor Reyes,,-0.42,Male,
Calle Bernardino de Cárdenas,Bernardino Cárdenas,,-0.5,Male,
Calle Monseñor José Gabriel Alcocer,Monseñor José Gabriel Alcocer,,-0.43,Male,
Calle Bernardino de Almanza,Bernardino Almanza,,-0.5,Male,
Calle Monseñor Juan de la Cruz Cisneros,Monseñor Juan Cruz Cisneros,,-0.5,Male,
Calle Monseñor José Calixto Orihuela,Monseñor José Calixto Orihuela,,-0.3,Male,
Calle Monseñor Cristobal Jimenez,Monseñor Cristobal Jimenez,,-0.5,Male,
Calle Monseñor Ismael Rivas,Monseñor Ismael Rivas,,-0.5,Male,
Calle Maurice Lefevre,Maurice Lefevre,,-0.49,Male,
Calle Jose de Aguilar,Jose Aguilar,,-0.49,Male,
Calle Monseñor Matías Terrazas,Monseñor Matías Terrazas,,-0.5,Male,
Calle Rafael Angel Torrico Montaño,Rafael Angel Torrico Montaño,,-0.47,Male,
Calle Carlos Felipe Beltrán,Carlos Felipe Beltrán,,-0.99,Male,
Calle Belisario Díaz Romero,Belisario Díaz Romero,,-0.5,Male,
Calle Hugo Weddell,Hugo Weddell,,-1.0,Male,
Calle Monseñor Daniel Rivero,Monseñor Daniel Rivero,,-0.5,Male,
Calle Ernesto O. Ruck,Ernesto O. Ruck,,-0.5,Male,
Calle Gunnar Mendoza,Gunnar Mendoza,,-0.48,Male,
Calle Martín Cárdenas,Martín Cárdenas,,-0.5,Male,
Calle Ivan Bluske,Ivan Bluske,,-1.0,Male,
Calle Moisés Monroy,Moisés Monroy,,-0.5,Male,
Calle Ignacio Sanjinez,Ignacio Sanjinez,,-1.0,Male,
Calle José Salmón,José Salmón,,-0.3,Male,
Calle Capitán Victor Ugarte,Capitán Victor Ugarte,,-0.5,Male,
Calle Alberto de Achá Figueroa,Alberto Achá Figueroa,,-1.0,Male,
Calle Rafael Mendez,Rafael Mendez,,-0.5,Male,
Avenida Juan de la Rosa,Juan Rosa,,0.28,Male,
Calle Doctor Ismael Céspedes,Doctor Ismael Céspedes,,-0.5,Male,
Calle Miguel Suárez A.,Miguel Suárez A.,,-1.0,Male,
Calle Humberto Iporre,Humberto Iporre,,-0.5,Male,
Calle Antonio Vaca Díez,Antonio Vaca Díez,,-0.5,Male,
Calle Nicolás Ortiz,Nicolás Ortiz,,-0.5,Male,
Calle Victor Mercier,Victor Mercier,,-0.99,Male,
Calle José Gonzales,José Gonzales,,-1.0,Male,
Calle Antonio Gonzales,Antonio Gonzales,,-0.5,Male,
Calle Gilberto Rojas,Gilberto Rojas,,-1.0,Male,
Calle Adrian Patiño,Adrian Patiño,,-0.47,Male,
Calle Mauro Nuñez,Mauro Nuñez,,-0.5,Male,
Calle Qara Qara,Qara Qara,,-0.5,Male,
Calle Manuel Rodriguez,Manuel Rodriguez,,-0.5,Male,
Calle Juan Pinto,Juan Pinto,,-0.99,Male,
Calle Jules Crevaux,Jules Crevaux,,-0.49,Male,
Calle James Orton,James Orton,,-0.99,Male,
Avenida H. Ronald Veizaga,H. Ronald Veizaga,,-0.49,Male,
Avenida Simón Bolivar,Simón Bolivar,,-0.5,Male,
Avenida Simón Bolívar,Simón Bolívar,,-0.5,Male,
Avenida Mariscal de Ayacucho,Mariscal Ayacucho,,-0.5,Male,
Avenida Martín Cárdena,Martín Cárdena,,-0.5,Male,
Calle José Reyes Morales,José Reyes Morales,,-0.62,Male,
Calle Manuel Villarroel Arnez,Manuel Villarroel Arnez,,-0.5,Male,
Calle Gabriel Arze Quirga,Gabriel Arze Quirga,,-0.49,Male,
Calle Yawar Waqajj,Yawar Waqajj,,-1.0,Male,
Calle Manqo Inka,Manqo Inka,,0.94,Male,
Calle Miguel Achata,Miguel Achata,,-1.0,Male,
Calle Víctor Cuevas Pavón,Víctor Cuevas Pavón,,-0.5,Male,
Calle Pablo Casals,Pablo Casals,,-1.0,Male,
Calle Rigoberto Sainz,Rigoberto Sainz,,-1.0,Male,